"keyword_id","phrase","group","decision","reason","commercial_conf","source"
"kw-corv01-disc-786","1с доработка отчетов","CORV-G03-01","ACTIVE COMMERCIAL","ACTIVE: «1с доработка отчетов» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчетов.","HIGH","retained_from_v6"
"kw-corv01-009","доработка отчета 1с","CORV-G03-01","ACTIVE COMMERCIAL","ACTIVE: «доработка отчета 1с» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчета.","HIGH","retained_from_v6"
"seed-CORV-G03-01-core-настройка-от","настройка отчета 1с","CORV-G03-01","ACTIVE COMMERCIAL","ACTIVE: «настройка отчета 1с» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: настройка, отчета.","HIGH","retained_from_v6"
"kw-corv01-disc-1352","1с 8 печатная форма","CORV-G03-03","HOLD","ACTIVE: «1с 8 печатная форма» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма.","HIGH","retained_from_v6"
"kw-corv01-disc-1345","1с вывести печатную форму","CORV-G03-03","HOLD","ACTIVE: «1с вывести печатную форму» — заказ услуги «Печатные формы 1С»; ключевые сигналы: вывести, печатную, форму.","HIGH","retained_from_v6"
"kw-corv01-disc-1365","1с изменение печатной формы","CORV-G03-03","HOLD","ACTIVE: «1с изменение печатной формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: изменение, печатной, формы.","HIGH","retained_from_v6"
"kw-corv01-disc-1336","1с макеты печатных форм","CORV-G03-03","HOLD","ACTIVE: «1с макеты печатных форм» — заказ услуги «Печатные формы 1С»; ключевые сигналы: макеты, печатных, форм.","HIGH","retained_from_v6"
"kw-corv01-disc-1364","1с печатная форма акта","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма акта» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, акта.","HIGH","retained_from_v6"
"kw-corv01-disc-1354","1с печатная форма договора","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма договора» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, договора.","HIGH","retained_from_v6"
"kw-corv01-disc-1358","1с печатная форма недоступна","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма недоступна» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, недоступна.","HIGH","retained_from_v6"
"kw-corv01-disc-1344","1с печатная форма печать","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма печать» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, печать.","HIGH","retained_from_v6"
"kw-corv01-disc-1337","1с печатные формы документов","CORV-G03-03","HOLD","ACTIVE: «1с печатные формы документов» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатные, формы, документов.","HIGH","retained_from_v6"
"kw-corv01-disc-1351","1с программно печатную форму","CORV-G03-03","HOLD","ACTIVE: «1с программно печатную форму» — заказ услуги «Печатные формы 1С»; ключевые сигналы: программно, печатную, форму.","HIGH","retained_from_v6"
"kw-corv01-disc-1347","1с унф печатные формы","CORV-G03-03","HOLD","ACTIVE: «1с унф печатные формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: унф, печатные, формы.","HIGH","retained_from_v6"
"kw-corv01-disc-1366","макет печатной формы в 1с 8.3","CORV-G03-03","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Paid print-form work: «макет печатной формы в 1с 8.3» may convert to developer engagement for forms in 1C.","CONTROLLED","retained_from_v6"
"kw-corv01-disc-1359","настройка печатных форм в 1с","CORV-G03-03","ACTIVE COMMERCIAL","ACTIVE: «настройка печатных форм в 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: настройка, печатных, форм.","HIGH","retained_from_v6"
"kw-corv01-disc-1335","печатные формы 1с 8.3","CORV-G03-03","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Paid print-form work: «печатные формы 1с 8.3» may convert to developer engagement for forms in 1C.","CONTROLLED","retained_from_v6"
"kw-corv01-disc-1349","создание печатной формы 1с","CORV-G03-03","ACTIVE COMMERCIAL","ACTIVE: «создание печатной формы 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: создание, печатной, формы.","HIGH","retained_from_v6"
"kw-corv01-013","обновление доработанной 1с","CORV-G02-04","ACTIVE COMMERCIAL","ACTIVE: «обновление доработанной 1с» — заказ услуги «Обновление доработанной 1С»; ключевые сигналы: обновление, доработанной.","HIGH","retained_from_v6"
"kw-corv01-disc-2255","обновление доработанных конфигураций 1с","CORV-G02-04","ACTIVE COMMERCIAL","ACTIVE: «обновление доработанных конфигураций 1с» — заказ услуги «Обновление доработанной 1С»; ключевые сигналы: обновление, доработанных, конфигураций.","HIGH","retained_from_v6"
"seed-CORV-G02-05-core-перенос-дора","перенос доработок 1с","CORV-G02-05","ACTIVE COMMERCIAL","ACTIVE: «перенос доработок 1с» — заказ услуги «Перенос доработок при обновлении 1С»; ключевые сигналы: перенос, доработок.","HIGH","retained_from_v6"
"seed-CORV-G02-05-core-сохранение-д","сохранение доработок при обновлении 1с","CORV-G02-05","ACTIVE COMMERCIAL","ACTIVE: «сохранение доработок при обновлении 1с» — заказ услуги «Перенос доработок при обновлении 1С»; ключевые сигналы: сохранение, доработок, при, обновлении.","HIGH","retained_from_v6"
"seed-CORV-G02-06-core-исправление-","исправление доработок после обновления 1с","CORV-G02-06","ACTIVE COMMERCIAL","ACTIVE: «исправление доработок после обновления 1с» — заказ услуги «Исправление доработок после обновления 1С»; ключевые сигналы: исправление, доработок, после, обновления.","HIGH","retained_from_v6"
"kw-corv01-disc-832","1с доработка через расширения","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «1с доработка через расширения» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, через, расширения.","HIGH","retained_from_v6"
"kw-corv01-disc-783","доработка конфигурации 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка конфигурации 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, конфигурации.","HIGH","retained_from_v6"
"kw-corv01-disc-794","доработка модулей 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка модулей 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, модулей.","HIGH","retained_from_v6"
"kw-corv01-disc-784","доработка расширений 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка расширений 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, расширений.","HIGH","retained_from_v6"
"kw-corv01-disc-814","доработка типовой конфигурации 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка типовой конфигурации 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, типовой, конфигурации.","HIGH","retained_from_v6"
"kw-corv01-disc-848","обновление конфигурации 1с с доработками","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «обновление конфигурации 1с с доработками» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: обновление, конфигурации, доработками.","HIGH","retained_from_v6"
"kw-corv01-disc-853","примеры реальных задач по доработки конфигурации 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «примеры реальных задач по доработки конфигурации 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: примеры, реальных, задач, доработки, конфигурации.","HIGH","retained_from_v6"
"kw-corv01-disc-798","доработка базы 1с","CORV-G02-03","ACTIVE COMMERCIAL","ACTIVE: «доработка базы 1с» — заказ услуги «Доработка базы 1С»; ключевые сигналы: доработка, базы.","HIGH","retained_from_v6"
"kw-corv01-disc-795","1с бп доработка","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с бп доработка» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка.","HIGH","retained_from_v6"
"kw-corv01-disc-807","1с доработка цены","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с доработка цены» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, цены.","HIGH","retained_from_v6"
"kw-corv01-disc-805","1с ерп доработка","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с ерп доработка» — заказ услуги «Доработка 1С»; ключевые сигналы: ерп, доработка.","HIGH","retained_from_v6"
"kw-corv01-disc-801","1с фреш доработки","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с фреш доработки» — заказ услуги «Доработка 1С»; ключевые сигналы: фреш, доработки.","HIGH","retained_from_v6"
"kw-corv01-disc-808","договор доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «договор доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: договор, доработка.","HIGH","retained_from_v6"
"kw-corv01-004","доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка.","HIGH","retained_from_v6"
"kw-corv01-disc-806","доработка 1с 8.3","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с 8.3» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, 8.3.","HIGH","retained_from_v6"
"kw-corv01-disc-792","доработка 1с системы","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с системы» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, системы.","HIGH","retained_from_v6"
"kw-corv01-disc-810","доработка 1с стоимость","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с стоимость» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, стоимость.","HIGH","retained_from_v6"
"kw-corv01-disc-800","доработка 1с унф","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с унф» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, унф.","HIGH","retained_from_v6"
"kw-corv01-disc-790","доработка 1с ут","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с ут» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка.","HIGH","retained_from_v6"
"kw-corv01-disc-791","доработки 1с бухгалтерии","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с бухгалтерии» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, бухгалтерии.","HIGH","retained_from_v6"
"kw-corv01-disc-797","доработки 1с документооборот","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с документооборот» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, документооборот.","HIGH","retained_from_v6"
"kw-corv01-disc-804","доработки 1с зуп","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с зуп» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, зуп.","HIGH","retained_from_v6"
"kw-corv01-disc-796","доработки 1с erp","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с erp» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, erp.","HIGH","retained_from_v6"
"kw-corv01-disc-789","доработки программы 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки программы 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, программы.","HIGH","retained_from_v6"
"kw-corv01-disc-802","настройка 1с доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «настройка 1с доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: настройка, доработка.","HIGH","retained_from_v6"
"kw-corv01-disc-793","обмен 1с доработка","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «обмен 1с доработка» — заказ услуги «Доработка 1С»; ключевые сигналы: обмен, доработка.","HIGH","retained_from_v6"
"kw-corv01-disc-788","примеры доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «примеры доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: примеры, доработки.","HIGH","retained_from_v6"
"kw-corv01-disc-803","разработка доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «разработка доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: разработка, доработка.","HIGH","retained_from_v6"
"kw-corv01-disc-809","тестирование доработок 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «тестирование доработок 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: тестирование, доработок.","HIGH","retained_from_v6"
"kw-corv01-disc-811","техническое на доработку 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «техническое на доработку 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: техническое, доработку.","HIGH","retained_from_v6"
"kw-corv01-disc-799","типовые доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «типовые доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: типовые, доработки.","HIGH","retained_from_v6"
"kw-corv01-disc-787","услуги доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «услуги доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: услуги, доработки.","HIGH","retained_from_v6"
"kw-corv01-disc-785","учет доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «учет доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: учет, доработки.","HIGH","retained_from_v6"
"kw-corv01-002","программист 1с новосибирск","CORV-G01-02","ACTIVE NARROW","ACTIVE: «программист 1с новосибирск» — заказ услуги «Программист 1С в Новосибирске»; ключевые сигналы: программист, новосибирск.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-092","программисты 1с новосибирск","CORV-G01-02","ACTIVE NARROW","ACTIVE: «программисты 1с новосибирск» — заказ услуги «Программист 1С в Новосибирске»; ключевые сигналы: программисты, новосибирск.","HIGH","restored_by_scope_recovery"
"seed-CORV-G01-07-core-абонентское-","абонентское обслуживание 1с","CORV-G01-07","ACTIVE COMMERCIAL","ACTIVE: «абонентское обслуживание 1с» — заказ услуги «Абонентское сопровождение 1С»; ключевые сигналы: абонентское, обслуживание.","HIGH","retained_from_v6"
"kw-corv01-disc-686","абонентское сопровождение 1с","CORV-G01-07","ACTIVE COMMERCIAL","ACTIVE: «абонентское сопровождение 1с» — заказ услуги «Абонентское сопровождение 1С»; ключевые сигналы: абонентское, сопровождение.","HIGH","retained_from_v6"
"kw-corv01-disc-780","абонентское сопровождение 1с первый бит","CORV-G01-07","ACTIVE COMMERCIAL","ACTIVE: «абонентское сопровождение 1с первый бит» — заказ услуги «Абонентское сопровождение 1С»; ключевые сигналы: абонентское, сопровождение, первый, бит.","HIGH","retained_from_v6"
"seed-CORV-G01-06-core-обслуживание","обслуживание 1с для организации","CORV-G01-06","ACTIVE NARROW","ACTIVE: «обслуживание 1с для организации» — заказ услуги «Обслуживание 1С»; ключевые сигналы: обслуживание, для, организации.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-661","обслуживание и сопровождение 1с","CORV-G01-06","ACTIVE NARROW","ACTIVE: «обслуживание и сопровождение 1с» — заказ услуги «Обслуживание 1С»; ключевые сигналы: обслуживание, сопровождение.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-717","сопровождение и обслуживание 1с предприятие","CORV-G01-06","ACTIVE NARROW","ACTIVE: «сопровождение и обслуживание 1с предприятие» — заказ услуги «Обслуживание 1С»; ключевые сигналы: сопровождение, обслуживание, предприятие.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-625","оказание услуг по сопровождению 1с","CORV-G01-05","ACTIVE COMMERCIAL","ACTIVE: «оказание услуг по сопровождению 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: оказание, услуг, сопровождению.","HIGH","retained_from_v6"
"kw-corv01-disc-634","сопровождение 1с 8.3","CORV-G01-05","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Retainer opportunity: «сопровождение 1с 8.3» may convert to ongoing 1C support contract.","CONTROLLED","retained_from_v6"
"kw-corv01-disc-632","услуг по сопровождению программного продукта 1с","CORV-G01-05","ACTIVE COMMERCIAL","ACTIVE: «услуг по сопровождению программного продукта 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: услуг, сопровождению, программного, продукта.","HIGH","retained_from_v6"
"kw-corv01-disc-609","услуги по сопровождению 1с","CORV-G01-05","ACTIVE COMMERCIAL","ACTIVE: «услуги по сопровождению 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: услуги, сопровождению.","HIGH","retained_from_v6"
"seed-CORV-G01-04-core-внедрение-1с","внедрение 1с","CORV-G01-04","ACTIVE NARROW","ACTIVE: «внедрение 1с» — заказ услуги «Внедрение 1С»; ключевые сигналы: внедрение.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-509","внедренцы и программисты 1с","CORV-G01-04","ACTIVE NARROW","ACTIVE: «внедренцы и программисты 1с» — заказ услуги «Внедрение 1С»; ключевые сигналы: внедренцы, программисты.","HIGH","restored_by_scope_recovery"
"seed-CORV-G01-03-core-настройка-1с","настройка 1с","CORV-G01-03","ACTIVE COMMERCIAL","ACTIVE: «настройка 1с» — заказ услуги «Настройка 1С под задачи бизнеса»; ключевые сигналы: настройка.","HIGH","retained_from_v6"
"kw-corv01-disc-184","программист 1с настройка","CORV-G01-03","ACTIVE COMMERCIAL","ACTIVE: «программист 1с настройка» — заказ услуги «Настройка 1С под задачи бизнеса»; ключевые сигналы: программист, настройка.","HIGH","retained_from_v6"
"kw-corv01-disc-499","1с программист без образования","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «1с программист без образования» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: программист, без, образования.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-550","ищу 1с программиста для разовой задачи","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «ищу 1с программиста для разовой задачи» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: ищу, программиста, для, разовой, задачи.","HIGH","retained_from_v6"
"kw-corv01-disc-101","образование программист 1с","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «образование программист 1с» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: образование, программист.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-591","программист 1с без высшего образования","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «программист 1с без высшего образования» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: программист, без, высшего, образования.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-264","программист 1с высшее образование","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «программист 1с высшее образование» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: программист, высшее, образование.","HIGH","restored_by_scope_recovery"
"seed-CORV-G01-08-core-разовая-дора","разовая доработка 1с","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «разовая доработка 1с» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: разовая, доработка.","HIGH","retained_from_v6"
"seed-CORV-G01-08-core-разовые-рабо","разовые работы 1с","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «разовые работы 1с» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: разовые, работы.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-041","задание программисту 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «задание программисту 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: задание, программисту.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-054","задачи 1с программиста","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «задачи 1с программиста» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: задачи, программиста.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-052","найти программиста 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «найти программиста 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: найти, программиста.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-050","нужен программист 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «нужен программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: нужен, программист.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-062","отзыв программисту 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «отзыв программисту 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: отзыв, программисту.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-060","программа программист 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «программа программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программа, программист.","HIGH","restored_by_scope_recovery"
"kw-corv01-001","программист 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-056","программист 1с предприятие","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «программист 1с предприятие» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, предприятие.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-026","программист 1с удаленно","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «программист 1с удаленно» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, удаленно.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-061","программист аналитик 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «программист аналитик 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, аналитик.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-038","программист разработчик 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «программист разработчик 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, разработчик.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-048","программисты 1с спб","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «программисты 1с спб» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программисты, спб.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-053","работать программистом 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «работать программистом 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: работать, программистом.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-064","сколько зарабатывает программист 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «сколько зарабатывает программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: сколько, зарабатывает, программист.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-033","сколько программистов 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «сколько программистов 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: сколько, программистов.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-042","стал программистом 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «стал программистом 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: стал, программистом.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-044","стоимость 1с программисты","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «стоимость 1с программисты» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: стоимость, программисты.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-059","стоимость часа 1с программиста","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «стоимость часа 1с программиста» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: стоимость, часа, программиста.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-066","технические задания программистам 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «технические задания программистам 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: технические, задания, программистам.","HIGH","restored_by_scope_recovery"
"kw-corv01-disc-039","услуги программиста 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «услуги программиста 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: услуги, программиста.","HIGH","retained_from_v6"
"kw-corv01-disc-034","часа программиста 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «часа программиста 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: часа, программиста.","HIGH","restored_by_scope_recovery"
