"keyword_id","phrase","assigned_group","literal_interpretation","user_need","paid_service","alt_interpretation","commercial_conf","group_fit_conf","ad_fit","landing_fit","decision","phrase_reason","review_status"
"kw-corv01-disc-1789","1с 7.7 изменить печатную форму","CORV-G03-04","Дословно: запрос «1с 7.7 изменить печатную форму» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с 7.7 изменить печатную форму»","Доработка печатной формы 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","MEDIUM","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «1с 7.7 изменить печатную форму» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Доработка печатной формы 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1509","1с 8.3 изменить печатную форму счета","CORV-G03-04","Дословно: запрос «1с 8.3 изменить печатную форму счета» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с 8.3 изменить печатную форму счета»","Доработка печатной формы 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","MEDIUM","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «1с 8.3 изменить печатную форму счета» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Доработка печатной формы 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1417","1с изменить печатную форму счета","CORV-G03-04","Дословно: запрос «1с изменить печатную форму счета» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с изменить печатную форму счета»","Доработка печатной формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с изменить печатную форму счета» — заказ услуги «Доработка печатной формы 1С»; ключевые сигналы: изменить, печатную, форму, счета.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1631","1с ут изменить печатную форму","CORV-G03-04","Дословно: запрос «1с ут изменить печатную форму» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с ут изменить печатную форму»","Доработка печатной формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с ут изменить печатную форму» — заказ услуги «Доработка печатной формы 1С»; ключевые сигналы: изменить, печатную, форму.","SEMANTICALLY REVIEWED"
"kw-corv01-010","доработка печатной формы 1с","CORV-G03-04","Дословно: запрос «доработка печатной формы 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «доработка печатной формы 1с»","Доработка печатной формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «доработка печатной формы 1с» — заказ услуги «Доработка печатной формы 1С»; ключевые сигналы: доработка, печатной, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1375","изменить печатную форму 1с 8.3","CORV-G03-04","Дословно: запрос «изменить печатную форму 1с 8.3» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «изменить печатную форму 1с 8.3»","Доработка печатной формы 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","MEDIUM","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «изменить печатную форму 1с 8.3» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Доработка печатной формы 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-011","доработка рмк 1с","CORV-G03-06","Дословно: запрос «доработка рмк 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «доработка рмк 1с»","Настройка РМК в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «доработка рмк 1с» — заказ услуги «Настройка РМК в 1С»; ключевые сигналы: доработка, рмк.","SEMANTICALLY REVIEWED"
"seed-CORV-G03-06-core-настройка-рм","настройка рмк 1с","CORV-G03-06","Дословно: запрос «настройка рмк 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка рмк 1с»","Настройка РМК в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка рмк 1с» — заказ услуги «Настройка РМК в 1С»; ключевые сигналы: настройка, рмк.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1438","1с 3.0 внешние печатные формы","CORV-G03-05","Дословно: запрос «1с 3.0 внешние печатные формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с 3.0 внешние печатные формы»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","HIGH","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «1с 3.0 внешние печатные формы» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Внешние отчёты и обработки 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1460","1с 8.3 внешние печатные формы упд","CORV-G03-05","Дословно: запрос «1с 8.3 внешние печатные формы упд» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с 8.3 внешние печатные формы упд»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","HIGH","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «1с 8.3 внешние печатные формы упд» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Внешние отчёты и обработки 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1434","1с бп внешняя печатная форма","CORV-G03-05","Дословно: запрос «1с бп внешняя печатная форма» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с бп внешняя печатная форма»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с бп внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1462","1с бухгалтерия внешние печатные формы","CORV-G03-05","Дословно: запрос «1с бухгалтерия внешние печатные формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с бухгалтерия внешние печатные формы»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с бухгалтерия внешние печатные формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: бухгалтерия, внешние, печатные, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1412","1с внешние печатные формы управляемые","CORV-G03-05","Дословно: запрос «1с внешние печатные формы управляемые» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с внешние печатные формы управляемые»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с внешние печатные формы управляемые» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешние, печатные, формы, управляемые.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1334","1с внешняя печатная форма","CORV-G03-05","Дословно: запрос «1с внешняя печатная форма» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с внешняя печатная форма»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1427","1с внешняя печатная форма макет","CORV-G03-05","Дословно: запрос «1с внешняя печатная форма макет» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с внешняя печатная форма макет»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с внешняя печатная форма макет» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, макет.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1388","1с внешняя печатная форма обработки","CORV-G03-05","Дословно: запрос «1с внешняя печатная форма обработки» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с внешняя печатная форма обработки»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с внешняя печатная форма обработки» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, обработки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1440","1с внешняя печатная форма счет","CORV-G03-05","Дословно: запрос «1с внешняя печатная форма счет» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с внешняя печатная форма счет»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с внешняя печатная форма счет» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, счет.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1404","1с внешняя печатная форма упд","CORV-G03-05","Дословно: запрос «1с внешняя печатная форма упд» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с внешняя печатная форма упд»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с внешняя печатная форма упд» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, упд.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1420","1с зуп внешняя печатная форма","CORV-G03-05","Дословно: запрос «1с зуп внешняя печатная форма» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с зуп внешняя печатная форма»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с зуп внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: зуп, внешняя, печатная, форма.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1415","1с отладка внешней печатной формы","CORV-G03-05","Дословно: запрос «1с отладка внешней печатной формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с отладка внешней печатной формы»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с отладка внешней печатной формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: отладка, внешней, печатной, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1374","1с печать внешней печатной формы","CORV-G03-05","Дословно: запрос «1с печать внешней печатной формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с печать внешней печатной формы»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с печать внешней печатной формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: печать, внешней, печатной, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1393","1с создание внешней печатной формы","CORV-G03-05","Дословно: запрос «1с создание внешней печатной формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с создание внешней печатной формы»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с создание внешней печатной формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: создание, внешней, печатной, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1436","1с ут внешняя печатная форма","CORV-G03-05","Дословно: запрос «1с ут внешняя печатная форма» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с ут внешняя печатная форма»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с ут внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1342","внешние печатные формы 1с 8.3","CORV-G03-05","Дословно: запрос «внешние печатные формы 1с 8.3» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «внешние печатные формы 1с 8.3»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","HIGH","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «внешние печатные формы 1с 8.3» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Внешние отчёты и обработки 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1431","внешняя печатная форма 1с 8.3 управляемое","CORV-G03-05","Дословно: запрос «внешняя печатная форма 1с 8.3 управляемое» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «внешняя печатная форма 1с 8.3 управляемое»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","HIGH","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «внешняя печатная форма 1с 8.3 управляемое» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Внешние отчёты и обработки 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1371","внешняя печатная форма документа 1с","CORV-G03-05","Дословно: запрос «внешняя печатная форма документа 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «внешняя печатная форма документа 1с»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «внешняя печатная форма документа 1с» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, документа.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1411","параметры внешней печатной формы 1с","CORV-G03-05","Дословно: запрос «параметры внешней печатной формы 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «параметры внешней печатной формы 1с»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «параметры внешней печатной формы 1с» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: параметры, внешней, печатной, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1435","создание внешних печатных форм 1с 8.3","CORV-G03-05","Дословно: запрос «создание внешних печатных форм 1с 8.3» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «создание внешних печатных форм 1с 8.3»","Внешние отчёты и обработки 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","HIGH","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «создание внешних печатных форм 1с 8.3» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Внешние отчёты и обработки 1С.","SEMANTICALLY REVIEWED"
"seed-CORV-G03-02-core-новый-отчет-","новый отчет 1с","CORV-G03-02","Дословно: запрос «новый отчет 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «новый отчет 1с»","Создание отчёта 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «новый отчет 1с» — заказ услуги «Создание отчёта 1С»; ключевые сигналы: новый, отчет.","SEMANTICALLY REVIEWED"
"seed-CORV-G03-02-core-создание-отч","создание отчета 1с","CORV-G03-02","Дословно: запрос «создание отчета 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «создание отчета 1с»","Создание отчёта 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «создание отчета 1с» — заказ услуги «Создание отчёта 1С»; ключевые сигналы: создание, отчета.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-845","1с доработка отчета движение денежных средств","CORV-G03-01","Дословно: запрос «1с доработка отчета движение денежных средств» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с доработка отчета движение денежных средств»","Доработка и настройка отчёта 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с доработка отчета движение денежных средств» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчета, движение, денежных, средств.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-786","1с доработка отчетов","CORV-G03-01","Дословно: запрос «1с доработка отчетов» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с доработка отчетов»","Доработка и настройка отчёта 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с доработка отчетов» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчетов.","SEMANTICALLY REVIEWED"
"kw-corv01-009","доработка отчета 1с","CORV-G03-01","Дословно: запрос «доработка отчета 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «доработка отчета 1с»","Доработка и настройка отчёта 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «доработка отчета 1с» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчета.","SEMANTICALLY REVIEWED"
"seed-CORV-G03-01-core-настройка-от","настройка отчета 1с","CORV-G03-01","Дословно: запрос «настройка отчета 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка отчета 1с»","Доработка и настройка отчёта 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка отчета 1с» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: настройка, отчета.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1352","1с 8 печатная форма","CORV-G03-03","Дословно: запрос «1с 8 печатная форма» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с 8 печатная форма»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с 8 печатная форма» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1345","1с вывести печатную форму","CORV-G03-03","Дословно: запрос «1с вывести печатную форму» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с вывести печатную форму»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с вывести печатную форму» — заказ услуги «Печатные формы 1С»; ключевые сигналы: вывести, печатную, форму.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1365","1с изменение печатной формы","CORV-G03-03","Дословно: запрос «1с изменение печатной формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с изменение печатной формы»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с изменение печатной формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: изменение, печатной, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1336","1с макеты печатных форм","CORV-G03-03","Дословно: запрос «1с макеты печатных форм» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с макеты печатных форм»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с макеты печатных форм» — заказ услуги «Печатные формы 1С»; ключевые сигналы: макеты, печатных, форм.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1364","1с печатная форма акта","CORV-G03-03","Дословно: запрос «1с печатная форма акта» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с печатная форма акта»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с печатная форма акта» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, акта.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1354","1с печатная форма договора","CORV-G03-03","Дословно: запрос «1с печатная форма договора» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с печатная форма договора»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с печатная форма договора» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, договора.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1358","1с печатная форма недоступна","CORV-G03-03","Дословно: запрос «1с печатная форма недоступна» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с печатная форма недоступна»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с печатная форма недоступна» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, недоступна.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1344","1с печатная форма печать","CORV-G03-03","Дословно: запрос «1с печатная форма печать» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с печатная форма печать»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с печатная форма печать» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, печать.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1337","1с печатные формы документов","CORV-G03-03","Дословно: запрос «1с печатные формы документов» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с печатные формы документов»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с печатные формы документов» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатные, формы, документов.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1351","1с программно печатную форму","CORV-G03-03","Дословно: запрос «1с программно печатную форму» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с программно печатную форму»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с программно печатную форму» — заказ услуги «Печатные формы 1С»; ключевые сигналы: программно, печатную, форму.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1347","1с унф печатные формы","CORV-G03-03","Дословно: запрос «1с унф печатные формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «1с унф печатные формы»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с унф печатные формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: унф, печатные, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1353","где в 1с печатные формы","CORV-G03-03","Дословно: запрос «где в 1с печатные формы» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «где в 1с печатные формы»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «где в 1с печатные формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: где, печатные, формы.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1341","добавить печатную форму в 1с","CORV-G03-03","Дословно: запрос «добавить печатную форму в 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «добавить печатную форму в 1с»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «добавить печатную форму в 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: добавить, печатную, форму.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1366","макет печатной формы в 1с 8.3","CORV-G03-03","Дословно: запрос «макет печатной формы в 1с 8.3» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «макет печатной формы в 1с 8.3»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","MEDIUM","MEDIUM","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «макет печатной формы в 1с 8.3» — смешанный интент; риск: Информационный или смешанный интент без явного заказа услуги; услуга: Печатные формы 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1359","настройка печатных форм в 1с","CORV-G03-03","Дословно: запрос «настройка печатных форм в 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка печатных форм в 1с»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка печатных форм в 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: настройка, печатных, форм.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1356","обработки печатная форма 1с","CORV-G03-03","Дословно: запрос «обработки печатная форма 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «обработки печатная форма 1с»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «обработки печатная форма 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: обработки, печатная, форма.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1350","параметры печатных форм 1с","CORV-G03-03","Дословно: запрос «параметры печатных форм 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «параметры печатных форм 1с»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «параметры печатных форм 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: параметры, печатных, форм.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1343","печатная форма 1с ут","CORV-G03-03","Дословно: запрос «печатная форма 1с ут» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «печатная форма 1с ут»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «печатная форма 1с ут» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1357","печатная форма отчета 1с","CORV-G03-03","Дословно: запрос «печатная форма отчета 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «печатная форма отчета 1с»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «печатная форма отчета 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, отчета.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1333","печатные формы 1с","CORV-G03-03","Дословно: запрос «печатные формы 1с» в контексте 1С/учётных систем.","Заказ доработки конфигурации — «печатные формы 1с»","Печатные формы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «печатные формы 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатные, формы.","SEMANTICALLY REVIEWED"
