"finding_id","group_id","keyword","negative","level","type","evidence","result_before","correction","result_after","status"
"SF-0201","CORV-G06-06","маркировка воды 1с","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0202","CORV-G06-06","маркировка воды 1с","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0203","CORV-G06-06","маркировка воды 1с","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0204","CORV-G06-06","маркировка воды 1с","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
"SF-0205","CORV-G06-06","маркировка воды в 1с","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0206","CORV-G06-06","маркировка воды в 1с","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0207","CORV-G06-06","маркировка воды в 1с","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0208","CORV-G06-06","маркировка воды в 1с","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
"SF-0209","CORV-G06-07","маркировка косметики 1с","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0210","CORV-G06-07","маркировка косметики 1с","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0211","CORV-G06-07","маркировка косметики 1с","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0212","CORV-G06-07","маркировка косметики 1с","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
"SF-0213","CORV-G06-08","маркировка лекарств","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0214","CORV-G06-08","маркировка лекарств","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0215","CORV-G06-08","маркировка лекарств","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0216","CORV-G06-08","маркировка лекарств","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
"SF-0217","CORV-G06-08","маркировка лекарств 1с","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0218","CORV-G06-08","маркировка лекарств 1с","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0219","CORV-G06-08","маркировка лекарств 1с","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0220","CORV-G06-08","маркировка лекарств 1с","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
